%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_karst et_scale       neg_kge        
538      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9717006173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1644377607   
539      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.092916667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1638243743   
540      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.943981481    0.1490740741   5.972222222    1.118981481    0.1633242846   
541      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1471990741   5.972222222    1.118981481    0.1633242846   
542      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.915972222    1.118981481    0.163738773    
543      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.100231481    0.164595459    
544      I1         1.158981481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1654275741   
545      I1         1.116481481    2.587037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1632879417   
546      I1         1.116481481    2.537037037    3.546759259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1692399725   
547      I1         1.116481481    2.537037037    3.509259259    0.56125        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1624226324   
548      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1616248296   
549      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1689847705   
550      I1         1.116481481    2.537037037    3.509259259    0.51225        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1653551596   
551      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9594506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1647037518   
552      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   2.969166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1635679021   
553      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.906481481    0.1490740741   5.972222222    1.118981481    0.1623442378   
554      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1453240741   5.972222222    1.118981481    0.1623442378   
555      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.859722222    1.118981481    0.1632568006   
556      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.216666667    2.981481481    0.1490740741   5.972222222    1.081481481    0.1638896483   
557      I1         1.158981481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1648041042   
558      I1         1.116481481    2.587037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1626377923   
559      I1         1.116481481    2.537037037    3.546759259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.16877878     
560      I1         1.116481481    2.537037037    3.509259259    0.56125        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1613605679   
561      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.711666667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1613598332   
562      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.156481481    0.1683414371   
563      I1         1.073981481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1652024646   
564      I1         1.116481481    2.537037037    3.509259259    0.51225        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1649558683   
565      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9594506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1640953813   
566      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.906481481    0.1490740741   5.972222222    1.118981481    0.1616248296   
567      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1453240741   5.972222222    1.118981481    0.1616248296   
568      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.859722222    1.118981481    0.1626073604   
569      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.081481481    0.1631124416   
570      I1         1.137731481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1624023965   
571      I1         1.116481481    2.562037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1621216745   
572      I1         1.116481481    2.537037037    3.528009259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1645408509   
573      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1610736487   
574      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.587916667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1614194413   
575      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1640879051   
576      I1         1.095231481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1625618045   
577      I1         1.116481481    2.512037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1611478535   
578      I1         1.116481481    2.537037037    3.509259259    0.5245         0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1629445548   
579      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9717006173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.162826247    
580      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.118981481    0.161970559    
581      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.943981481    0.1490740741   5.972222222    1.118981481    0.1616248296   
582      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1471990741   5.972222222    1.118981481    0.1616248296   
583      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.915972222    1.118981481    0.1621040684   
584      I1         1.116481481    2.537037037    3.509259259    0.53675        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.100231481    0.161276944    
585      I1         1.137731481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1614384536   
586      I1         1.116481481    2.562037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1614589947   
587      I1         1.116481481    2.537037037    3.528009259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1635000572   
588      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.587916667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1607897171   
589      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1635298097   
590      I1         1.095231481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1624694286   
591      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1607083255   
592      I1         1.116481481    2.537037037    3.509259259    0.549          0.9717006173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1620693      
593      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.118981481    0.161501831    
594      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.943981481    0.1490740741   5.972222222    1.118981481    0.1610736487   
595      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1471990741   5.972222222    1.118981481    0.1610736487   
596      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.915972222    1.118981481    0.1614405679   
597      I1         1.116481481    2.537037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.100231481    0.1607643001   
598      I1         1.137731481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1610521391   
599      I1         1.116481481    2.512037037    3.528009259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1630406785   
600      I1         1.116481481    2.512037037    3.509259259    0.56125        0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1611034545   
601      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.587916667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1604083922   
602      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.137731481    0.1631802388   
603      I1         1.095231481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1621314218   
604      I1         1.116481481    2.512037037    3.509259259    0.549          0.9717006173   3.464166667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1616753742   
605      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.340416667    2.981481481    0.1490740741   5.972222222    1.118981481    0.1611533513   
606      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.943981481    0.1490740741   5.972222222    1.118981481    0.1607083255   
607      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1471990741   5.972222222    1.118981481    0.1607083255   
608      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.915972222    1.118981481    0.1610517562   
609      I1         1.116481481    2.512037037    3.509259259    0.549          0.9839506173   3.464166667    2.981481481    0.1490740741   5.972222222    1.100231481    0.1603899007   
