%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k recession_b_soil et_scale       neg_kge        
31       I1         1.54149263     3.316462098    4.373791143    0.6923296241   0.5475262182   6.983470842    2.434767911    0.07036596069  4.4745924      1.349255799    0.5233013949   
32       I1         1.6989671      2.58569609     4.207326122    0.4782339761   0.4526974088   2.212150905    2.315866658    0.08939721633  5.777505406    0.718276206    0.4789152069   
33       I1         1.608026369    4.279106544    3.528708839    0.3961759723   0.964709477    9.773474863    1.385009744    0.008001080532 5.0821098      1.649770276    0.9647747376   
34       I1         1.615453797    4.040173285    4.193051593    0.05814758281  0.6720925495   4.286154237    1.717770877    0.0524513719   2.764983045    1.728632358    0.8360004764   
35       I1         1.851278613    3.748178647    3.557321009    0.8888690782   0.4273640679   3.506294406    2.554685489    0.1429483698   1.851667209    0.7946190949   0.2139955346   
36       I1         2.242088596    4.009210003    4.360553838    0.8392264346   0.2375262317   7.256774185    0.1593154956   0.09968766467  3.089009506    0.6819411641   0.372930116    
37       I1         1.6059263      2.607015022    3.574449299    0.7558619954   0.4780046208   8.24717916     0.5693354812   0.01927393289  4.139645229    1.598117906    0.9103537473   
38       I1         1.905255055    3.970689271    4.923080038    0.9614109575   0.03002443055  6.175578454    1.936736776    0.04656691204  2.121030254    1.767526937    1.236434276    
39       I1         2.345442561    3.921315166    4.844439618    0.7156196559   0.6290082472   6.440097854    1.46266037     0.1078446289   5.228118699    1.329412182    1.01274939     
40       I1         1.798367723    4.463382181    4.988116002    0.02456168552  0.2602711335   4.727184153    1.721335498    0.04869545587  2.329718298    1.019084056    1.026924109    
41       I1         2.010439953    4.434247581    4.656688424    0.7390744977   0.6515158266   8.264963864    0.7638133234   0.01736587268  3.847291274    0.8485736211   0.3423771663   
42       I1         1.248941289    3.192119739    4.432171739    0.6396962211   0.8887746462   5.736727176    0.8795571241   0.1176652344   3.724472208    0.5676109915   0.9454420241   
43       I1         1.236901997    3.76354968     4.331852453    0.4257638904   0.2536875913   3.558779445    1.116822869    0.1414284564   3.571421125    0.9288900705   0.3507522845   
44       I1         2.615915018    3.06099713     3.950019121    0.8644663599   0.807958624    1.593846828    2.154961566    0.0658613731   2.23867086     1.176484925    0.7785270451   
45       I1         2.227668383    4.349751855    4.696387178    0.6968460319   0.7516442785   7.027733153    0.3026195115   0.02053679275  4.920133876    0.8534092114   0.4270093435   
46       I1         1.682175143    3.269857454    4.119314366    0.2099069187   0.5031211313   2.596206367    1.868333832    0.01171401952  5.192451638    1.220485664    0.531705362    
47       I1         2.673053607    3.895301185    3.781302474    0.4631838113   0.5953864639   4.45813412     0.04464897761  0.1484094694   4.851303722    1.523025485    0.9331353435   
48       I1         2.656310536    3.942832914    3.959565825    0.9264071911   0.2682707875   3.105402687    1.527801111    0.08354062935  3.500743988    1.495696383    0.9089672954   
49       I1         1.653795976    3.783744893    4.235789382    0.4563962076   0.4023888976   4.60317251     2.841698822    0.001495616575 3.383537027    1.81152837     0.747509633    
50       I1         1.511466075    3.506979987    4.083939245    0.9197970148   0.3632845532   8.569121207    1.393814444    0.08411302455  2.410623135    1.124841169    0.2699436521   
51       I1         2.570099175    3.549620411    3.508148012    0.1861942359   0.2666295428   4.675868525    0.7715029838   0.1010513002   5.361414229    1.2990882      0.9719243157   
52       I1         2.164084269    3.607466472    4.578774884    0.9063060078   0.9848527638   3.876418288    2.34747231     0.03576297756  5.683319751    1.650772176    0.9865019921   
53       I1         2.52491466     2.554657491    4.329993795    0.6160442773   0.842247825    5.371052394    0.5886212789   0.0157743658   2.582206204    0.5642848706   0.8482038996   
54       I1         1.214426209    3.871192114    4.090689889    0.6478459703   0.7855111937   4.956372551    0.6419632918   0.1474081616   3.636958244    1.780895555    0.5365011436   
55       I1         1.302137338    2.954449181    3.901736743    0.7218329044   0.1505513559   2.171727156    1.240942534    0.05660857013  1.936239148    1.875507988    0.4948223444   
56       I1         2.300285292    2.606103003    4.272725886    0.6251937004   0.4707808031   1.857627286    2.692178152    0.09780723046  3.594383741    0.8343537308   0.2520570098   
57       I1         1.882398971    2.713150076    4.724465045    0.1946010934   0.7807575394   9.548449799    0.6006704941   0.1144436389   4.9408025      1.205967639    0.7271949366   
58       I1         1.446126842    2.835703771    4.065139219    0.6602045533   0.1790726062   7.751662791    1.947517798    0.04753997679  5.791085457    1.135199311    0.4940008124   
59       I1         1.752531105    3.120052013    4.453330652    0.3334357705   0.812421547    6.104156355    0.529926467    0.1094651313   1.67122712     0.5306021712   1.021187558    
60       I1         1.705887567    3.084028095    4.653403629    0.7065912886   0.1659209448   3.940408519    0.4918380509   0.1204065959   3.134395783    0.7566842705   0.2973806112   
61       I1         1.921021649    4.036478649    3.696139804    0.0903694521   0.813832477    1.683142635    2.592730726    0.09268999003  4.628522216    0.7710504355   0.9174140025   
62       I1         2.336678545    3.517767781    4.338268771    0.9844407052   0.9087467498   0.5511667692   0.9109934894   0.008543433097 4.159471897    1.182671039    0.7084788042   
63       I1         1.048550442    3.227980779    4.386013343    0.6465402684   0.3509214385   2.837997409    0.5350325543   0.1189514087   2.049903531    0.5774914537   0.8203514375   
64       I1         1.674412891    2.842019916    4.269759336    0.1448942896   0.8581902132   7.187073331    0.3113873632   0.1495566483   5.993812069    1.554369207    0.7368646803   
65       I1         1.506686259    4.493602656    4.691908797    0.989453186    0.7282635288   2.681876318    0.9034729727   0.1307452222   4.401762861    1.526995122    0.99009086     
66       I1         1.185922271    3.953829189    4.287288904    0.6646589952   0.6396143959   3.991173488    0.2547379616   0.1360803958   3.330639142    1.619050489    0.5120013793   
67       I1         2.192923017    2.572877885    4.860737851    0.5353698492   0.836560833    6.315550258    2.478306973    0.131653252    3.21817975     1.330354608    0.9415053311   
68       I1         2.351440729    2.867785047    3.931671953    0.127562032    0.4543216541   0.1747179927   0.7512556124   0.06005117521  5.634424206    0.6342087327   0.7913894412   
69       I1         2.081827444    4.371217077    4.097722728    0.5227558373   0.2935083771   9.442576294    2.928120589    0.05937264649  2.545875522    1.024208257    0.5554887717   
70       I1         1.61770235     3.5294187      4.929672909    0.3947952275   0.465508111    8.08061807     1.821818187    0.01420292683  3.395682738    0.6109025262   0.3999778857   
71       I1         1.38476364     2.599698232    3.618422724    0.8487916483   0.7171644045   5.318249909    1.504993468    0.06816205034  2.190351214    1.508911731    0.567979124    
72       I1         1.996228928    4.291688321    3.869249226    0.6421091236   0.8223547415   7.15887715     0.06789509667  0.02675414175  3.528690487    1.697710798    0.7898018503   
73       I1         1.566175135    4.409835728    4.984071993    0.6297198519   0.5109124987   2.571069128    1.693052362    0.02796695697  2.689564777    0.674661163    0.364628547    
74       I1         1.569678216    2.528528489    4.395200035    0.1681824529   0.6425564559   6.548255037    1.068326553    0.01050812032  3.618454953    1.908629351    0.8345360647   
75       I1         1.624184373    3.137700111    4.448286767    0.9169635703   0.01958054421  6.124559585    1.651090912    0.07657819137  5.563022971    1.555837256    0.8412536306   
76       I1         1.428718011    3.866116323    4.889923412    0.5540566055   0.4484366104   7.105306752    1.105606589    0.07066272143  3.356978587    1.440236245    0.8355964091   
77       I1         1.746500615    2.50588423     4.79224147     0.1603838599   0.2751800928   7.772486148    0.1614935338   0.08062017272  3.683598829    1.731488017    1.184230988    
78       I1         1.219434217    3.851414134    4.120116877    0.6702249147   0.5982216018   7.331916469    0.3575580936   0.1231832723   4.709566936    1.134039586    0.4634490412   
79       I1         1.886805977    3.356414946    4.741142893    0.8873828238   0.607010724    4.504271809    2.987872678    0.03136666695  4.57618471     1.399676617    0.9037042368   
80       I1         2.679905971    4.202669299    4.906027345    0.9125552918   0.7724180491   2.183137175    0.8105398535   0.0856001176   4.652189693    1.426734861    1.354727148    
81       I1         2.292116285    3.671081187    4.565531202    0.1156888522   0.1214055083   4.563016676    0.7095826756   0.06786346206  4.543697892    0.6615721326   0.471982737    
82       I1         2.541418893    4.35731709     4.960211141    0.6350235686   0.2819903394   1.779648702    2.52247277     0.1087267717   5.409198995    1.928582701    1.633059972    
83       I1         1.40748976     4.212617102    3.711581441    0.6238800601   0.3850713039   2.28079469     2.007976445    0.03432551924  4.645742643    1.897760005    0.8100530632   
84       I1         1.221286098    4.061261418    4.047417947    0.0138220575   0.05124040972  6.409110143    1.418766504    0.1437611241   1.87529881     1.921229846    0.9578175677   
85       I1         1.916061424    3.430215775    4.665197178    0.1205591682   0.03575032858  2.34359497     2.099299549    0.1385494334   3.659336184    0.8710521141   0.9586632363   
86       I1         1.785592975    3.15712189     3.69304384     0.876164382    0.633732568    4.934930773    0.9252385565   0.04603715189  4.751561151    1.587171668    0.8395383756   
87       I1         2.0490471      3.589662688    4.254639916    0.7740396554   0.3414620436   0.3973248431   2.508652819    0.1423598877   5.876417853    0.8280953308   0.4890706825   
88       I1         1.523985933    4.126800681    4.813945162    0.2944660222   0.02848347457  3.347979457    1.535236729    0.02518197987  3.234699751    1.128604797    0.8339829634   
89       I1         1.105703563    3.705198187    4.772412337    0.1241161824   0.9684807231   4.126543821    1.918177791    0.07176619755  3.270780935    1.458065265    0.6919233369   
90       I1         2.690996676    3.398219087    4.977206201    0.5006140939   0.7761797963   8.194513123    1.510729246    0.08116993474  2.111352573    1.763313086    1.66381289     
91       I1         1.197608997    4.027521548    3.53698483     0.9014394052   0.9622850424   4.331382158    1.54556948     0.09596376834  4.95281684     0.9160675816   0.9283917841   
92       I1         1.781726666    3.214191618    3.515108736    0.179527658    0.9077946181   0.9572361427   2.145187741    0.009319734087 5.013937771    1.93757588     1.192012452    
93       I1         1.300299416    4.263533686    3.920320274    0.5574533339   0.4692989556   2.456995337    0.7993175579   0.1000505528   3.320786891    0.7367252021   0.6252271496   
94       I1         2.34120002     3.878690569    4.992183092    0.7000810092   0.3148766168   1.113506027    2.245727868    0.1321908595   5.39292235     1.489429154    1.368532803    
95       I1         2.536356129    3.141666179    4.588538233    0.4895793974   0.949165208    5.162715657    2.975139923    0.06316804598  2.750673602    0.6004592647   0.7970080044   
96       I1         1.36095806     3.28918967     4.591197194    0.7300191398   0.6483402606   5.044471134    1.649026708    0.01648820856  4.187414912    1.492909636    0.7393018154   
97       I1         1.531302643    3.480112307    4.305896388    0.7660642874   0.5895334026   2.271706462    1.211480416    0.03186250395  4.801398561    1.391813673    0.650739543    
98       I1         1.812249205    2.857393439    4.218159995    0.1493129      0.5642428646   5.682692331    2.408380679    0.09548019567  4.223201616    1.714084563    0.9317943423   
99       I1         2.274434238    2.758630195    4.210760386    0.03961106068  0.2417438303   3.783799195    2.231213606    0.0987405002   5.478477097    1.186177039    1.003184771    
100      I1         2.089904313    2.865786394    4.176258382    0.2863724592   0.3475140804   1.447753494    0.5485266905   0.1468897017   3.600174747    0.892917386    0.4516111092   
101      I1         1.274491319    3.801300663    4.30351576     0.5837991308   0.9713532722   2.118319626    0.8428209705   0.04955140944  4.694907446    1.999582383    0.7354476132   
102      I1         2.073481817    4.444794709    4.356626615    0.03765811168  0.1311815475   0.8712048423   2.488280796    0.06383720263  2.347485654    1.449149711    1.306244573    
103      I1         2.550647614    3.49614958     4.470651024    0.2421199327   0.2156810159   6.165109595    2.379123475    0.04019933409  3.007570036    1.606680755    1.27143068     
104      I1         1.035159175    3.212217461    4.634652322    0.2934147745   0.1479898162   3.91128993     2.736910765    0.03613948145  3.966759405    1.365657451    0.7963942357   
105      I1         2.059382799    4.300621351    4.424680728    0.8314936832   0.06031807634  1.941395209    2.877065513    0.02010144627  3.252519926    1.545452884    0.9079229827   
106      I1         2.198235502    3.379469036    4.021335936    0.8439753187   0.356885533    8.158161341    0.6145947086   0.02342939592  2.06416036     1.107140793    0.4989043126   
107      I1         1.201486251    3.937053065    4.153210517    0.5763089343   0.7193760053   0.6063780837   1.195107604    0.07844437726  2.436043053    1.665262047    0.4893463757   
108      I1         1.817992494    4.217247809    4.644001528    0.1569038732   0.367962828    4.063302564    1.221526973    0.07457881763  3.299659451    1.633079901    1.05791589     
109      I1         2.698319731    3.478475825    4.087229769    0.4439054183   0.622309483    5.385674145    1.900042494    0.0551313923   1.775632708    1.775981833    1.215110431    
110      I1         1.130485142    2.992132212    4.609254842    0.9358103204   0.603556501    9.006293536    1.179332422    0.1395387753   2.253084653    1.414509681    0.5713206928   
111      I1         1.892182611    4.487912498    4.028535478    0.03599679946  0.5429176497   2.025216672    0.03178298601  0.004826404837 4.04861745     0.7442503688   0.674128817    
112      I1         1.731569625    3.825331428    4.683484523    0.01761344909  0.537096675    1.231381987    1.401817223    0.02394938466  5.856589744    1.251875541    0.8921911842   
113      I1         1.930764125    2.824876514    4.949651502    0.07396129374  0.6121861275   6.352420219    2.632297919    0.0547689613   3.674391119    0.7997339331   0.6962525454   
114      I1         1.988003539    2.79992798     4.128173892    0.06021600091  0.08285317218  8.584118857    1.561350535    0.1148664458   5.689881938    0.9087647007   0.7667312576   
115      I1         1.831380639    2.636536642    3.836470672    0.2689075142   0.07942275114  8.62880349     2.880324012    0.05136966188  2.269743142    1.620714863    0.9109276343   
116      I1         2.322287052    3.888847421    4.941455263    0.768180211    0.3355639597   7.465637508    1.844111533    0.1458428686   5.721585606    1.822142796    1.419079799    
117      I1         2.653548078    3.182520664    3.751223135    0.4984778558   0.3787398946   9.121403494    0.6349166313   0.1450855514   5.145747417    1.915581721    1.117542553    
118      I1         1.75919981     4.334131983    4.955519155    0.333323562    0.1597277525   6.827758737    1.625273246    0.1256917855   5.592213624    1.742416246    1.375473397    
119      I1         2.648251375    3.448328167    3.613410887    0.4094759667   0.827400762    5.774861325    1.332293671    0.1070734229   1.515695318    1.478896731    1.348188116    
120      I1         2.082954783    3.240139305    4.278421151    0.7772854328   0.8833437898   1.149210547    0.5705699155   0.1134185895   1.759292053    0.5825075354   0.8426480153   
121      I1         2.50468192     4.382441872    4.230772191    0.3820957175   0.6746964876   4.999514334    2.45649262     0.1340964609   2.659571241    1.117143634    0.7992268902   
122      I1         1.485629004    2.937303238    4.712640556    0.282446083    0.3997498947   9.035347113    0.7292408204   0.1246984181   5.746398175    1.889040954    1.104536207    
123      I1         1.66579508     3.594813514    3.568370574    0.3579996258   0.4617170534   6.043796498    0.2988271394   0.08268209967  5.34319045     1.465208451    0.7785067878   
124      I1         2.390483718    4.416630332    3.960204839    0.5852573008   0.6156617733   2.073431759    0.02520256267  0.0189179471   4.172562944    0.9139225524   0.285164351    
125      I1         2.365250111    4.375989962    4.459031247    0.3205776368   0.9546232434   3.812652926    0.8844878752   0.09811672409  5.812190226    0.8762878791   0.4103114385   
126      I1         1.877159204    2.517951387    4.324802023    0.4929807404   0.9325752491   3.215896412    1.768746244    0.05334558274  2.834203618    1.288217285    0.551826519    
127      I1         1.309835618    2.737313426    4.519375785    0.2729217598   0.3617422335   6.766951214    0.5066924989   0.012938783    4.306512478    0.8858081831   0.4039456978   
128      I1         2.314376697    3.77796477     4.788927283    0.588488354    0.6438213597   6.61131203     1.852109712    0.07121320291  2.574460755    0.5292329938   0.7566079196   
129      I1         1.090234516    2.592265989    4.63927886     0.9315443773   0.6908226698   1.373626406    1.151288035    0.1058008918   4.058260008    0.9431446227   0.8982041725   
130      I1         1.572472806    4.144689943    4.22092029     0.8661838949   0.7289337692   3.013930012    1.491604097    0.1285810779   2.810328966    1.280507628    0.3887814617   
131      I1         2.621550885    3.6313376      4.775180653    0.4313628953   0.03786302582  6.763594913    0.2219254966   0.1267877024   2.451235913    0.9225868721   0.8274999868   
132      I1         2.408819711    2.623863145    4.313651242    0.06864317479  0.9751072237   9.688580275    2.965197919    0.1236859556   4.230475011    1.029471585    0.7347890684   
133      I1         1.336394339    2.886667382    4.426272251    0.4528106755   0.5788924596   2.891081887    2.533277986    0.001623301074 2.395783487    0.7862124062   0.4062605499   
134      I1         1.954082153    4.015786552    3.907005807    0.676848485    0.5735897937   2.389447736    2.766775179    0.144143226    5.437265309    1.437430054    0.604143089    
135      I1         1.270248705    4.281676341    4.498427653    0.8742615238   0.7841465648   9.929435802    1.702158785    0.04826357544  5.299175597    0.7689601725   0.8075985386   
136      I1         2.174533859    3.17860536     3.926124137    0.09506460568  0.6360603293   9.36699869     2.175543378    0.1351786396   4.756157701    1.375575912    0.9035160816   
137      I1         2.040856682    3.129712463    4.847843384    0.3908718751   0.3128979224   8.799554718    1.136251669    0.04166361281  4.38477625     1.950897989    1.355050367    
138      I1         1.028558637    2.940992295    4.48176922     0.2011009297   0.02603853883  1.177112345    1.874902371    0.1299034112   3.156586779    1.910971132    1.012587155    
139      I1         1.23030736     3.073491358    3.992601579    0.7643935641   0.4302886432   3.302655049    0.7498366907   0.1250446065   4.124313087    0.7494057662   0.7109102666   
140      I1         2.687353195    3.64820331     4.281611945    0.3991976672   0.3434151444   2.770534601    0.3667146442   0.1377489606   4.338839537    1.88283092     1.162988533    
141      I1         2.120646476    2.718925771    4.038351405    0.7362907138   0.5671904152   1.010521473    0.5999280532   0.04257192093  2.871364781    1.791166391    0.9337291986   
142      I1         1.553596247    3.038498826    4.105097614    0.7426416074   0.3045696348   2.418285222    1.017395017    0.03224627519  2.734056278    0.9547109463   0.2877372842   
143      I1         1.094910471    3.295103189    3.561492696    0.3534372038   0.4387943063   4.801508251    1.983086052    0.06211122234  4.329725157    0.5913070894   0.853323012    
144      I1         1.762583374    3.468506529    4.001078749    0.1033801179   0.7943040718   4.166339747    1.038490201    0.07753047142  1.917025644    0.8955732123   0.7479245704   
145      I1         1.168907969    4.114596837    4.871629654    0.1134234945   0.10346091     8.370357904    1.001682807    0.0871281042   3.11530867     1.510834324    1.092160442    
146      I1         2.581864559    4.150026687    4.13313467     0.07083899011  0.3331156004   5.870925088    1.831177562    0.005664626123 5.65305641     1.853491659    0.9998844464   
147      I1         1.321814661    4.229627726    4.93669399     0.5316747404   0.2644768829   1.544169539    2.792727183    0.1359262448   4.26657566     1.094433784    0.7088032412   
148      I1         1.950014581    4.268194883    4.510456334    0.8700867974   0.3073840553   3.289680331    2.583776224    0.1039694753   2.283070098    1.311015598    0.739870409    
149      I1         1.173719663    3.043160622    3.967477215    0.8583340564   0.5517586627   1.905774743    1.735634008    0.0540823755   2.528732044    0.9040964973   0.5199843754   
150      I1         1.08303467     3.754640545    3.605836802    0.7599331456   0.07719894133  4.410688445    1.029585083    0.06416595714  5.903267766    1.40900444     0.8526499151   
151      I1         2.318362611    3.435141085    3.893108868    0.6112363957   0.2317561964   6.52304944     0.2672086657   0.09432899781  5.169619562    1.956938673    0.9332577213   
152      I1         1.076284249    4.162871325    4.146921329    0.05106478175  0.3985872561   1.040583558    1.076951973    0.004430687288 2.910538595    0.6772804497   0.8166287182   
153      I1         2.484835303    2.812355381    3.756404799    0.3027917464   0.1849948652   4.894030408    1.186216058    0.04231149244  2.777990971    0.9463007965   0.5577112172   
154      I1         2.557817526    3.281416285    4.014958333    0.8847277457   0.04071712417  0.4714102173   1.097941292    0.08782759265  5.732016843    0.7524440821   0.609820464    
155      I1         1.023708873    3.696095569    4.164323104    0.3513967573   0.5233939486   8.449250233    1.291651612    0.07574760212  5.768707337    0.7823281811   0.6552260117   
156      I1         2.576269462    4.084743197    4.137498926    0.8970061838   0.8435021733   3.745943433    0.8317494882   0.09689002209  3.102132179    1.240316263    0.7128626695   
157      I1         2.483188645    3.34712382     4.970312518    0.2749906241   0.6084285145   3.465457878    2.428998184    0.005450755143 5.963412873    1.580760097    1.317553866    
158      I1         1.792924469    3.685852099    4.247393474    0.2212320219   0.05394717492  3.042521913    2.857293454    0.1271908647   2.170858041    0.6252780878   0.7639731303   
159      I1         1.315844146    3.361637589    4.182054792    0.5617577824   0.320086903    8.49266892     0.1868876457   0.08232010274  5.274816753    1.737067563    0.6901359684   
160      I1         1.15525955     3.575342183    3.791413702    0.8202279181   0.7065786773   9.082364385    1.374682286    0.1026856449   2.72012649     1.102855879    0.3964675753   
161      I1         2.104016156    2.731863508    4.673708299    0.8944457742   0.4326145925   3.411606954    1.457601475    0.1283767536   4.096633239    1.975647042    1.205520039    
162      I1         1.326381695    2.561105748    4.825199887    0.1752551528   0.7898699603   3.661604156    1.583885767    0.0006085640086 4.094198363    1.964069829    0.9675643728   
163      I1         1.715064302    3.798781944    3.849085841    0.5665403297   0.182428131    6.399624598    1.142120043    0.08990175059  4.068377911    0.5456631143   0.9029544678   
164      I1         1.83489634     3.520394664    3.841652917    0.1822568941   0.06335144982  7.375963574    1.953344194    0.09028875143  4.444542227    1.068632109    0.7093268875   
165      I1         1.472482956    3.772903279    3.723050679    0.5112211774   0.01337837752  4.78116836     2.138940596    0.04458410244  1.633465233    1.858878523    0.6836885738   
166      I1         1.807474017    3.099470384    4.75410312     0.4832078674   0.3931840479   3.251303546    1.811241974    0.01686713527  3.145733948    0.9810559809   0.4713463544   
167      I1         2.633004722    2.549476557    3.62460696     0.4583877322   0.4827215116   4.124835472    2.069716827    0.06719876457  5.455639016    1.301661953    0.8292094574   
168      I1         1.712847891    3.633560877    3.78889101     0.1339867501   0.4473012554   9.990094479    2.035511573    0.07509980373  4.350039323    0.5395948334   1.111888334    
169      I1         1.136047534    4.315529596    3.521473891    0.9308505921   0.739563675    7.623043751    0.9454382972   0.06893497004  3.434657854    1.112953073    0.8783385941   
170      I1         1.160359321    3.020067921    4.719299654    0.668142229    0.2576233267   9.174741589    0.4089704549   0.0405659012   4.291858421    0.517380556    0.875577553    
171      I1         2.146335508    4.320539252    3.554562642    0.3438077843   0.5185026592   8.050056009    2.391205003    0.03510037557  3.518304405    1.324173819    0.8805036094   
172      I1         2.003370076    4.340006431    4.111068327    0.3240121076   0.8820383405   2.999869278    0.3766807604   0.03802958748  3.490337983    1.685475238    0.8061614435   
173      I1         1.980854117    2.658902       4.07951693     0.2345873294   0.8745567966   7.662693208    2.269173725    0.04555724425  3.476811829    0.500151054    1.13617258     
174      I1         1.740563043    2.526087611    3.747536637    0.8532681676   0.4435392042   0.3257977483   2.20444443     0.1045308158   3.795841712    0.8355698545   0.4333821954   
175      I1         1.419627759    3.344407996    3.971744774    0.9534866534   0.8329797208   2.35856479     2.254110226    0.0854061307   1.920677394    1.800090171    0.4946571428   
176      I1         2.471193562    3.975416801    3.670207533    0.2887668062   0.1117894441   9.604909417    0.3273412944   0.03492587567  5.82993812     0.9983819246   0.50650135     
177      I1         2.001021493    4.24155949     4.195461208    0.4149177055   0.9310201391   4.715888998    2.998086719    0.1214438644   5.37386035     1.290360737    0.6009493199   
178      I1         2.188799289    3.488369412    4.919765623    0.9698528934   0.2098740821   7.534625544    1.319112818    0.08335720518  1.965579491    1.601468223    1.301441016    
179      I1         2.412625696    3.834027363    4.911750047    0.6558531331   0.1013074441   2.089410644    0.2188061628   0.02977245737  5.536001779    1.230532257    1.188748766    
180      I1         2.382335925    2.852555263    3.731005974    0.4191608878   0.4931008605   3.161734854    2.706239538    0.1151165196   3.892796916    1.259094137    0.7602590171   
181      I1         1.013126128    3.46101426     4.354930306    0.9105767505   0.8604976298   7.03016898     0.9601078918   0.03091458979  5.088818629    1.042346992    0.7773424104   
